mesh_uri,snomed_uri,skos_property,confidence,mapping_method,mesh_id,snomed_id,snomed_term,frequency,entity_classes,corpora
http://id.nlm.nih.gov/mesh/D003520,http://snomed.info/id/387420009,skos:closeMatch,0.90,shared_cui,D003520,387420009,Cyclophosphamide,181,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D003907,http://snomed.info/id/372584003,skos:closeMatch,0.90,shared_cui,D003907,372584003,Dexamethasone,181,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D007980,http://snomed.info/id/387086006,skos:closeMatch,0.90,shared_cui,D007980,387086006,Levodopa,176,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D007545,http://snomed.info/id/372781009,skos:closeMatch,0.90,shared_cui,D007545,372781009,Isoproterenol,175,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D000082,http://snomed.info/id/387517004,skos:closeMatch,0.90,shared_cui,D000082,387517004,Acetaminophen,165,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D010862,http://snomed.info/id/372895002,skos:closeMatch,0.90,shared_cui,D010862,372895002,Pilocarpine,165,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D008694,http://snomed.info/id/387499002,skos:closeMatch,0.90,shared_cui,D008694,387499002,Methamphetamine,163,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D066126,http://snomed.info/id/863954001,skos:closeMatch,0.93,shared_cui_strict,D066126,863954001,Cardiotoxicity,162,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D009203,http://snomed.info/id/22298006,skos:closeMatch,0.90,shared_cui,D009203,22298006,Myocardial infarction,161,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D012701,http://snomed.info/id/33635003,skos:closeMatch,0.93,shared_cui_strict,D012701,33635003,Serotonin,147,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D005472,http://snomed.info/id/387172005,skos:closeMatch,0.90,shared_cui,D005472,387172005,Fluorouracil,145,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D006220,http://snomed.info/id/386837002,skos:closeMatch,0.90,shared_cui,D006220,386837002,Haloperidol,144,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D012964,http://snomed.info/id/39972003,skos:closeMatch,0.93,shared_cui_strict,D012964,39972003,Sodium,143,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D003404,http://snomed.info/id/15373003,skos:closeMatch,0.93,shared_cui_strict,D003404,15373003,Creatinine,134,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D016559,http://snomed.info/id/386975001,skos:closeMatch,0.90,shared_cui,D016559,386975001,Tacrolimus,133,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D001145,http://snomed.info/id/698247007,skos:closeMatch,0.90,shared_cui,D001145,698247007,Cardiac arrhythmia,132,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D020258,http://snomed.info/id/19466003,skos:closeMatch,0.90,shared_cui,D020258,19466003,Neurotoxicity,132,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D011507,http://snomed.info/id/29738008,skos:closeMatch,0.90,shared_cui,D011507,29738008,Proteinuria,129,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D058186,http://snomed.info/id/14669001,skos:closeMatch,0.90,shared_cui,D058186,14669001,Acute kidney injury,128,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D018817,http://snomed.info/id/288459003,skos:closeMatch,0.90,shared_cui,D018817,288459003,Methylenedioxymethamphetamine,127,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D001943,http://snomed.info/id/126926005,skos:closeMatch,0.90,shared_cui,D001943,126926005,Neoplasm of breast,126,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D007249,http://snomed.info/id/257552002,skos:closeMatch,0.90,shared_cui,D007249,257552002,Inflammation,126,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D011188,http://snomed.info/id/88480006,skos:closeMatch,0.90,shared_cui,D011188,88480006,Potassium,126,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D014635,http://snomed.info/id/264325000,skos:closeMatch,0.90,shared_cui,D014635,264325000,Valproate,123,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D006493,http://snomed.info/id/372877000,skos:closeMatch,0.90,shared_cui,D006493,372877000,Heparin,119,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D003920,http://snomed.info/id/73211009,skos:closeMatch,0.90,shared_cui,D003920,73211009,Diabetes mellitus,118,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D004837,http://snomed.info/id/387362001,skos:closeMatch,0.90,shared_cui,D004837,387362001,Epinephrine,118,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D001919,http://snomed.info/id/48867003,skos:closeMatch,0.90,shared_cui,D001919,48867003,Bradycardia,117,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D005947,http://snomed.info/id/67079006,skos:closeMatch,0.90,shared_cui,D005947,67079006,Glucose,116,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D013921,http://snomed.info/id/302215000,skos:closeMatch,0.90,shared_cui,D013921,302215000,Thrombocytopenic disorder,116,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D020123,http://snomed.info/id/387014003,skos:closeMatch,0.90,shared_cui,D020123,387014003,Sirolimus,116,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D002375,http://snomed.info/id/13052006,skos:closeMatch,0.90,shared_cui,D002375,13052006,Waxy flexibility,115,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D002045,http://snomed.info/id/387150008,skos:closeMatch,0.90,shared_cui,D002045,387150008,Bupivacaine,114,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D008012,http://snomed.info/id/387480006,skos:closeMatch,0.90,shared_cui,D008012,387480006,Lidocaine,114,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D011692,http://snomed.info/id/372723005,skos:broadMatch,0.65,mrrel_rb,D011692,372723005,Antineoplastic antibiotic,114,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D009202,http://snomed.info/id/85898001,skos:closeMatch,0.90,shared_cui,D009202,85898001,Cardiomyopathy,113,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D003866,http://snomed.info/id/35489007,skos:closeMatch,0.90,shared_cui,D003866,35489007,Depressive disorder,112,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D006333,http://snomed.info/id/84114007,skos:closeMatch,0.90,shared_cui,D006333,84114007,Heart failure,112,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D014859,http://snomed.info/id/372756006,skos:closeMatch,0.90,shared_cui,D014859,372756006,Warfarin,112,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D009538,http://snomed.info/id/68540007,skos:closeMatch,0.90,shared_cui,D009538,68540007,Nicotine,111,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D009569,http://snomed.info/id/6710000,skos:closeMatch,0.90,shared_cui,D009569,6710000,Nitric oxide,111,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D006470,http://snomed.info/id/131148009,skos:closeMatch,0.90,shared_cui,D006470,131148009,Bleeding,110,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D002945,http://snomed.info/id/387318005,skos:closeMatch,0.90,shared_cui,D002945,387318005,Cisplatin,108,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D013311,http://snomed.info/id/16915004,skos:closeMatch,0.90,shared_cui,D013311,16915004,Streptozocin,107,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D016572,http://snomed.info/id/387467008,skos:closeMatch,0.90,shared_cui,D016572,387467008,Cyclosporine,107,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D007676,http://snomed.info/id/90688005,skos:closeMatch,0.90,shared_cui,D007676,90688005,Chronic renal failure,106,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D011471,http://snomed.info/id/126906006,skos:closeMatch,0.90,shared_cui,D011471,126906006,Neoplasm of prostate,106,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D002543,http://snomed.info/id/274100004,skos:closeMatch,0.90,shared_cui,D002543,274100004,Cerebral hemorrhage,105,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D000638,http://snomed.info/id/372821002,skos:closeMatch,0.90,shared_cui,D000638,372821002,Amiodarone,104,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D011433,http://snomed.info/id/372772003,skos:closeMatch,0.90,shared_cui,D011433,372772003,Propranolol,102,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D018967,http://snomed.info/id/386840002,skos:closeMatch,0.90,shared_cui,D018967,386840002,Risperidone,101,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D000740,http://snomed.info/id/271737000,skos:closeMatch,0.90,shared_cui,D000740,271737000,Anemia,98,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D004827,http://snomed.info/id/18618006,skos:closeMatch,0.90,shared_cui,D004827,18618006,Aura,98,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D002110,http://snomed.info/id/255641001,skos:closeMatch,0.90,shared_cui,D002110,255641001,Caffeine,97,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D002220,http://snomed.info/id/387222003,skos:closeMatch,0.90,shared_cui,D002220,387222003,Carbamazepine,97,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D001927,http://snomed.info/id/81308009,skos:closeMatch,0.90,shared_cui,D001927,81308009,Disorder of brain,96,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D051437,http://snomed.info/id/236423003,skos:closeMatch,0.90,shared_cui,D051437,236423003,Renal impairment,96,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D000431,http://snomed.info/id/419442005,skos:closeMatch,0.90,shared_cui,D000431,419442005,Ethanol,95,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D000661,http://snomed.info/id/703842006,skos:closeMatch,0.90,shared_cui,D000661,703842006,Amphetamine,94,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D005996,http://snomed.info/id/717282000,skos:closeMatch,0.90,shared_cui,D005996,717282000,Dynamite,93,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D009422,http://snomed.info/id/118940003,skos:closeMatch,0.90,shared_cui,D009422,118940003,Disorder of nervous system,92,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D013226,http://snomed.info/id/230456007,skos:closeMatch,0.90,shared_cui,D013226,230456007,Status epilepticus,92,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D001714,http://snomed.info/id/13746004,skos:closeMatch,0.90,shared_cui,D001714,13746004,Bipolar disorder,89,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D012559,http://snomed.info/id/58214004,skos:closeMatch,0.90,shared_cui,D012559,58214004,Schizophrenia,89,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D006930,http://snomed.info/id/247404004,skos:closeMatch,0.90,shared_cui,D006930,247404004,Allodynia,88,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D001241,http://snomed.info/id/387458008,skos:closeMatch,0.90,shared_cui,D001241,387458008,Aspirin,87,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D005839,http://snomed.info/id/387321007,skos:closeMatch,0.90,shared_cui,D005839,387321007,Gentamicin,87,chemical,BC5CDR
http://id.nlm.nih.gov/mesh/D017114,http://snomed.info/id/197270009,skos:closeMatch,0.90,shared_cui,D017114,197270009,Acute hepatic failure,87,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D019259,http://snomed.info/id/386897000,skos:closeMatch,0.90,shared_cui,D019259,386897000,Lamivudine,87,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D003072,http://snomed.info/id/443265004,skos:closeMatch,0.90,shared_cui,D003072,443265004,Cognitive disorder,86,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D020521,http://snomed.info/id/230690007,skos:closeMatch,0.90,shared_cui,D020521,230690007,Cerebrovascular accident,85,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D007069,http://snomed.info/id/386904003,skos:closeMatch,0.90,shared_cui,D007069,386904003,Ifosfamide,84,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D008569,http://snomed.info/id/386807006,skos:closeMatch,0.90,shared_cui,D008569,386807006,Memory impairment,84,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D012601,http://snomed.info/id/387409009,skos:closeMatch,0.90,shared_cui,D012601,387409009,Scopolamine,84,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D006331,http://snomed.info/id/56265001,skos:closeMatch,0.90,shared_cui,D006331,56265001,Heart disease,83,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D013256,http://snomed.info/id/116566001,skos:closeMatch,0.90,shared_cui,D013256,116566001,Steroid,83,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D001058,http://snomed.info/id/387375001,skos:closeMatch,0.90,shared_cui,D001058,387375001,Apomorphine,82,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D008180,http://snomed.info/id/55464009,skos:closeMatch,0.90,shared_cui,D008180,55464009,Systemic lupus erythematosus,82,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D001523,http://snomed.info/id/74732009,skos:closeMatch,0.90,shared_cui,D001523,74732009,Mental disorder,81,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D015215,http://snomed.info/id/387151007,skos:closeMatch,0.90,shared_cui,D015215,387151007,Zidovudine,81,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D016171,http://snomed.info/id/31722008,skos:closeMatch,0.93,shared_cui_strict,D016171,31722008,Torsades de pointes,81,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D006948,http://snomed.info/id/44548000,skos:closeMatch,0.90,shared_cui,D006948,44548000,Hyperkinesia,79,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D013390,http://snomed.info/id/372724004,skos:closeMatch,0.90,shared_cui,D013390,372724004,Succinylcholine,78,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D003000,http://snomed.info/id/372805007,skos:closeMatch,0.90,shared_cui,D003000,372805007,Clonidine,77,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D003556,http://snomed.info/id/38822007,skos:closeMatch,0.90,shared_cui,D003556,38822007,Cystitis,77,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D013927,http://snomed.info/id/396339007,skos:closeMatch,0.90,shared_cui,D013927,396339007,Thrombus,77,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D009638,http://snomed.info/id/45555007,skos:closeMatch,0.90,shared_cui,D009638,45555007,Norepinephrine,76,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D012254,http://snomed.info/id/387188005,skos:closeMatch,0.90,shared_cui,D012254,387188005,Ribavirin,76,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D001480,http://snomed.info/id/76349003,skos:closeMatch,0.90,shared_cui,D001480,76349003,Extrapyramidal disease,74,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D017239,http://snomed.info/id/387374002,skos:closeMatch,0.90,shared_cui,D017239,387374002,Paclitaxel,73,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D010634,http://snomed.info/id/373505007,skos:closeMatch,0.90,shared_cui,D010634,373505007,Phenobarbital,72,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D018698,http://snomed.info/id/430503006,skos:closeMatch,0.90,shared_cui,D018698,430503006,Glutamate,72,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D015742,http://snomed.info/id/387423006,skos:closeMatch,0.90,shared_cui,D015742,387423006,Propofol,71,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D016202,http://snomed.info/id/105590001,skos:relatedMatch,0.40,"sty_fallback:Amino Acid, Peptide, or Protein",D016202,105590001,Substance,71,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D001172,http://snomed.info/id/69896004,skos:closeMatch,0.90,shared_cui,D001172,69896004,Rheumatoid arthritis,69,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D010100,http://snomed.info/id/24099007,skos:closeMatch,0.90,shared_cui,D010100,24099007,Oxygen,69,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D003975,http://snomed.info/id/387264003,skos:closeMatch,0.90,shared_cui,D003975,387264003,Diazepam,68,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D014700,http://snomed.info/id/372754009,skos:closeMatch,0.90,shared_cui,D014700,372754009,Verapamil,68,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D002318,http://snomed.info/id/49601007,skos:closeMatch,0.90,shared_cui,D002318,49601007,Disorder of cardiovascular system,67,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D006528,http://snomed.info/id/109841003,skos:closeMatch,0.90,shared_cui,D006528,109841003,Liver cell carcinoma,67,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D001008,http://snomed.info/id/197480006,skos:closeMatch,0.90,shared_cui,D001008,197480006,Anxiety disorder,66,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D003324,http://snomed.info/id/443502000,skos:closeMatch,0.90,shared_cui,D003324,443502000,Coronary atherosclerosis,65,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D009135,http://snomed.info/id/129565002,skos:closeMatch,0.90,shared_cui,D009135,129565002,Disorder of muscle,65,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D017180,http://snomed.info/id/25569003,skos:closeMatch,0.90,shared_cui,D017180,25569003,Ventricular tachycardia,65,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D019821,http://snomed.info/id/387584000,skos:closeMatch,0.90,shared_cui,D019821,387584000,Simvastatin,65,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D005680,http://snomed.info/id/259100002,skos:closeMatch,0.93,shared_cui_strict,D005680,259100002,Gamma-aminobutyric acid,63,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D007649,http://snomed.info/id/373464007,skos:closeMatch,0.90,shared_cui,D007649,373464007,Ketamine,63,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D000544,http://snomed.info/id/12348006,skos:closeMatch,0.90,shared_cui,D000544,12348006,Presenile dementia,62,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D000743,http://snomed.info/id/61261009,skos:closeMatch,0.90,shared_cui,D000743,61261009,Hemolytic anemia,62,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D001281,http://snomed.info/id/49436004,skos:closeMatch,0.90,shared_cui,D001281,49436004,Atrial fibrillation,62,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D007239,http://snomed.info/id/257551009,skos:closeMatch,0.90,shared_cui,D007239,257551009,Infection,62,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D007511,http://snomed.info/id/52674009,skos:closeMatch,0.93,shared_cui_strict,D007511,52674009,Ischemia,62,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D009404,http://snomed.info/id/52254009,skos:closeMatch,0.90,shared_cui,D009404,52254009,Nephrotic syndrome,62,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D013739,http://snomed.info/id/43688007,skos:closeMatch,0.90,shared_cui,D013739,43688007,Testosterone,62,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D005473,http://snomed.info/id/372767007,skos:closeMatch,0.90,shared_cui,D005473,372767007,Fluoxetine,61,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D008691,http://snomed.info/id/387286002,skos:closeMatch,0.90,shared_cui,D008691,387286002,Methadone,61,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D000860,http://snomed.info/id/389086002,skos:closeMatch,0.90,shared_cui,D000860,389086002,Hypoxia,60,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D002330,http://snomed.info/id/387281007,skos:closeMatch,0.90,shared_cui,D002330,387281007,Carmustine,60,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D003024,http://snomed.info/id/387568001,skos:closeMatch,0.90,shared_cui,D003024,387568001,Clozapine,60,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D005355,http://snomed.info/id/112674009,skos:closeMatch,0.90,shared_cui,D005355,112674009,Fibrosis,60,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D009765,http://snomed.info/id/414915002,skos:closeMatch,0.90,shared_cui,D009765,414915002,Obese,60,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D004342,http://snomed.info/id/416098002,skos:closeMatch,0.90,shared_cui,D004342,416098002,Allergy to drug,59,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D006509,http://snomed.info/id/66071002,skos:closeMatch,0.90,shared_cui,D006509,66071002,Type B viral hepatitis,59,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D008790,http://snomed.info/id/372826007,skos:closeMatch,0.90,shared_cui,D008790,372826007,Metoprolol,59,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D009325,http://snomed.info/id/422587007,skos:closeMatch,0.90,shared_cui,D009325,422587007,Nausea,59,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D005283,http://snomed.info/id/373492002,skos:closeMatch,0.90,shared_cui,D005283,373492002,Fentanyl,58,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D008881,http://snomed.info/id/37796009,skos:closeMatch,0.90,shared_cui,D008881,37796009,Migraine,58,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D009127,http://snomed.info/id/16046003,skos:closeMatch,0.93,shared_cui_strict,D009127,16046003,Muscle rigidity,58,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D013629,http://snomed.info/id/373345002,skos:closeMatch,0.90,shared_cui,D013629,373345002,Tamoxifen,58,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D003924,http://snomed.info/id/44054006,skos:closeMatch,0.90,shared_cui,D003924,44054006,Type 2 diabetes mellitus,57,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D006966,http://snomed.info/id/237662005,skos:closeMatch,0.90,shared_cui,D006966,237662005,Hyperprolactinemia,57,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D008133,http://snomed.info/id/9651007,skos:closeMatch,0.90,shared_cui,D008133,9651007,Long QT syndrome,57,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D002784,http://snomed.info/id/84698008,skos:closeMatch,0.93,shared_cui_strict,D002784,84698008,Cholesterol,56,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D003287,http://snomed.info/id/385420005,skos:closeMatch,0.90,shared_cui,D003287,385420005,Contrast media,56,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D004967,http://snomed.info/id/86513005,skos:closeMatch,0.90,shared_cui,D004967,86513005,Estrogen effect,56,chemical,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D006261,http://snomed.info/id/25064002,skos:closeMatch,0.90,shared_cui,D006261,25064002,Headache,55,disease,"BC5CDR,BioRED"
http://id.nlm.nih.gov/mesh/D008107,http://snomed.info/id/235856003,skos:closeMatch,0.90,shared_cui,D008107,235856003,Disease of liver,55,disease,"BC5CDR,BioRED"
